<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
20111110;112500;146460.00000;146795.00000;146160.00000;146770.00000;14380
20111110;113000;146780.00000;147350.00000;146740.00000;147150.00000;18070
20111110;113500;147155.00000;147880.00000;147150.00000;147645.00000;21307
20111110;114000;147645.00000;147850.00000;147480.00000;147740.00000;12254
20111110;114500;147740.00000;148325.00000;147735.00000;148230.00000;29618
20111110;115000;148230.00000;148300.00000;147030.00000;147095.00000;19529
20111110;115500;147095.00000;147420.00000;146770.00000;146790.00000;14777
20111110;120000;146815.00000;148665.00000;146785.00000;148305.00000;36466
20111110;120500;148305.00000;148700.00000;148135.00000;148525.00000;21049
20111110;121000;148550.00000;149845.00000;148340.00000;149565.00000;41570
20111110;121500;149545.00000;150000.00000;149205.00000;149465.00000;30210
20111110;122000;149470.00000;150125.00000;149185.00000;150010.00000;22528
20111110;122500;150030.00000;150430.00000;149800.00000;149965.00000;27127
20111110;123000;149960.00000;150130.00000;149360.00000;149665.00000;20601
20111110;123500;149660.00000;150630.00000;149550.00000;150565.00000;27312
20111110;124000;150565.00000;150850.00000;150295.00000;150620.00000;27474
20111110;124500;150615.00000;150770.00000;150200.00000;150660.00000;18007
20111110;125000;150665.00000;151055.00000;150200.00000;150300.00000;27946
20111110;125500;150305.00000;150600.00000;149750.00000;149775.00000;25294
20111110;130000;149795.00000;149965.00000;149255.00000;149270.00000;26987
20111110;130500;149260.00000;150165.00000;149255.00000;149765.00000;19475
20111110;131000;149765.00000;150330.00000;149715.00000;150255.00000;18599
20111110;131500;150280.00000;150330.00000;149250.00000;149320.00000;22502
20111110;132000;149320.00000;149685.00000;149115.00000;149465.00000;21703
20111110;132500;149465.00000;149760.00000;149230.00000;149730.00000;16848
20111110;133000;149730.00000;149965.00000;149305.00000;149595.00000;16737
20111110;133500;149595.00000;150740.00000;149460.00000;150740.00000;24766
20111110;134000;150740.00000;150950.00000;150435.00000;150865.00000;24370
20111110;134500;150855.00000;151420.00000;150565.00000;151375.00000;23542
20111110;135000;151375.00000;151580.00000;150750.00000;150850.00000;25064
20111110;135500;150875.00000;151100.00000;150415.00000;150715.00000;14614
20111110;140000;150800.00000;151790.00000;150800.00000;151645.00000;13824
20111110;140500;151645.00000;151845.00000;150875.00000;150955.00000;24245
20111110;141000;150955.00000;151200.00000;150670.00000;151015.00000;13524
20111110;141500;151010.00000;151090.00000;150440.00000;150500.00000;17067
20111110;142000;150500.00000;150990.00000;150350.00000;150790.00000;15179
20111110;142500;150790.00000;150945.00000;150250.00000;150250.00000;11628
20111110;143000;150250.00000;150615.00000;150205.00000;150300.00000;10801
20111110;143500;150310.00000;150985.00000;150270.00000;150580.00000;11706
20111110;144000;150575.00000;150670.00000;149330.00000;149400.00000;21334
20111110;144500;149445.00000;149465.00000;149115.00000;149415.00000;21857
20111110;145000;149420.00000;149770.00000;149305.00000;149600.00000;11677
20111110;145500;149600.00000;150470.00000;149575.00000;150305.00000;18191
20111110;150000;150300.00000;150445.00000;149825.00000;149920.00000;12060
20111110;150500;149930.00000;150050.00000;149550.00000;149725.00000;9734
20111110;151000;149725.00000;150495.00000;149520.00000;150285.00000;13571
20111110;151500;150290.00000;150745.00000;150210.00000;150445.00000;15893
20111110;152000;150445.00000;150575.00000;150115.00000;150220.00000;8162
20111110;152500;150225.00000;150345.00000;149800.00000;149880.00000;9143
20111110;153000;149875.00000;150400.00000;149820.00000;150165.00000;8987
20111110;153500;150170.00000;150345.00000;150015.00000;150170.00000;6984
20111110;154000;150155.00000;150550.00000;150045.00000;150500.00000;9892
20111110;154500;150485.00000;150940.00000;150250.00000;150575.00000;15793
20111110;155000;150540.00000;150895.00000;150400.00000;150745.00000;11725
20111110;155500;150740.00000;151535.00000;150715.00000;151535.00000;18136
20111110;160000;151535.00000;151630.00000;151115.00000;151285.00000;21629
20111110;160500;151280.00000;151675.00000;151110.00000;151300.00000;14217
20111110;161000;151300.00000;152075.00000;151215.00000;151940.00000;21728
20111110;161500;151920.00000;152400.00000;151750.00000;152330.00000;23115
20111110;162000;152330.00000;152500.00000;152305.00000;152475.00000;21379
20111110;162500;152455.00000;152490.00000;151810.00000;151860.00000;13228
20111110;163000;151855.00000;152870.00000;151840.00000;152820.00000;17661
20111110;163500;152815.00000;152900.00000;152545.00000;152635.00000;16016
20111110;164000;152635.00000;152800.00000;152355.00000;152790.00000;12139
20111110;164500;152785.00000;152875.00000;152445.00000;152480.00000;11032
20111110;165000;152470.00000;152660.00000;152200.00000;152265.00000;7962
20111110;165500;152265.00000;152375.00000;151870.00000;152125.00000;14802
20111110;170000;152135.00000;152460.00000;152025.00000;152315.00000;11863
20111110;170500;152295.00000;152415.00000;151910.00000;152340.00000;14896
20111110;171000;152330.00000;152485.00000;152205.00000;152465.00000;8292
20111110;171500;152465.00000;152630.00000;152195.00000;152625.00000;7156
20111110;172000;152595.00000;153240.00000;152420.00000;152975.00000;19343
20111110;172500;152975.00000;153595.00000;152915.00000;153510.00000;20426
20111110;173000;153525.00000;153975.00000;153305.00000;153425.00000;29333
20111110;173500;153435.00000;153570.00000;153205.00000;153240.00000;13352
20111110;174000;153240.00000;153820.00000;153175.00000;153745.00000;17515
20111110;174500;153740.00000;154155.00000;153670.00000;154045.00000;25768
20111110;175000;154045.00000;154385.00000;154025.00000;154140.00000;16838
20111110;175500;154125.00000;154425.00000;153890.00000;153940.00000;16464
20111110;180000;153935.00000;154140.00000;153630.00000;153720.00000;12594
20111110;180500;153735.00000;154075.00000;153535.00000;153865.00000;16679
20111110;181000;153880.00000;154120.00000;153775.00000;154080.00000;12899
20111110;181500;154070.00000;154095.00000;153715.00000;153770.00000;8624
20111110;182000;153800.00000;153805.00000;153525.00000;153730.00000;12091
20111110;182500;153735.00000;153990.00000;153560.00000;153940.00000;7241
20111110;183000;153950.00000;153975.00000;153045.00000;153090.00000;20026
20111110;183500;153090.00000;153220.00000;152570.00000;152755.00000;21727
20111110;184000;152755.00000;152980.00000;152610.00000;152915.00000;11805
20111110;190000;152700.00000;152700.00000;151600.00000;152325.00000;20787
20111110;190500;152325.00000;152540.00000;152225.00000;152240.00000;8320
20111110;191000;152265.00000;152320.00000;151985.00000;151985.00000;10276
20111110;191500;151985.00000;151990.00000;151535.00000;151755.00000;10968
20111110;192000;151750.00000;151800.00000;151300.00000;151400.00000;14589
20111110;192500;151395.00000;151570.00000;151300.00000;151345.00000;9515
20111110;193000;151335.00000;151350.00000;150735.00000;150975.00000;15981
20111110;193500;150975.00000;151370.00000;150955.00000;151340.00000;7213
20111110;194000;151340.00000;151530.00000;151060.00000;151215.00000;9680
20111110;194500;151220.00000;151250.00000;150720.00000;150755.00000;11115
20111110;195000;150770.00000;151430.00000;150745.00000;151315.00000;8007
20111110;195500;151305.00000;151675.00000;151305.00000;151465.00000;7897
20111110;200000;151485.00000;151930.00000;151390.00000;151860.00000;9310
20111110;200500;151860.00000;152190.00000;151700.00000;151995.00000;10106
20111110;201000;152000.00000;152030.00000;151450.00000;151655.00000;7722
20111110;201500;151640.00000;151850.00000;151520.00000;151710.00000;5967
20111110;202000;151720.00000;151760.00000;151160.00000;151545.00000;8058
20111110;202500;151550.00000;151830.00000;151540.00000;151560.00000;5788
20111110;203000;151560.00000;152060.00000;151405.00000;151980.00000;7018
20111110;203500;151965.00000;152095.00000;151600.00000;151740.00000;5696
20111110;204000;151725.00000;152265.00000;151650.00000;152245.00000;7744
20111110;204500;152245.00000;152520.00000;152110.00000;152345.00000;9512
20111110;205000;152335.00000;152445.00000;152130.00000;152160.00000;5343
20111110;205500;152160.00000;152240.00000;151975.00000;152100.00000;4151
20111110;210000;152110.00000;152245.00000;151600.00000;151705.00000;8579
20111110;210500;151720.00000;152140.00000;151710.00000;152035.00000;4987
20111110;211000;152015.00000;152205.00000;151700.00000;151735.00000;5210
20111110;211500;151740.00000;152090.00000;151700.00000;151955.00000;5314
20111110;212000;151970.00000;152390.00000;151900.00000;152360.00000;5940
20111110;212500;152345.00000;152455.00000;151850.00000;151915.00000;6330
20111110;213000;151910.00000;151980.00000;151750.00000;151880.00000;5447
20111110;213500;151875.00000;151925.00000;151530.00000;151690.00000;6548
20111110;214000;151690.00000;151900.00000;151585.00000;151725.00000;3771
20111110;214500;151730.00000;152255.00000;151715.00000;152215.00000;4840
20111110;215000;152215.00000;152690.00000;152120.00000;152600.00000;9539
20111110;215500;152600.00000;152690.00000;152490.00000;152635.00000;5011
20111110;220000;152620.00000;152895.00000;152620.00000;152780.00000;7792
20111110;220500;152795.00000;152895.00000;152640.00000;152795.00000;5101
20111110;221000;152775.00000;153355.00000;152775.00000;153300.00000;9362
20111110;221500;153300.00000;153600.00000;153115.00000;153300.00000;8341
20111110;222000;153300.00000;153400.00000;153095.00000;153185.00000;3920
20111110;222500;153185.00000;153200.00000;152800.00000;152955.00000;4887
20111110;223000;152960.00000;153290.00000;152875.00000;153025.00000;5515
20111110;223500;153030.00000;153040.00000;152720.00000;152800.00000;4433
20111110;224000;152795.00000;153290.00000;152755.00000;152795.00000;5883
20111110;224500;152785.00000;152850.00000;152650.00000;152700.00000;6465
20111110;225000;152715.00000;152890.00000;152615.00000;152715.00000;5252
20111110;225500;152725.00000;153170.00000;152700.00000;153130.00000;4646
20111110;230000;153115.00000;153500.00000;152625.00000;152700.00000;11169
20111110;230500;152685.00000;152880.00000;152345.00000;152565.00000;7175
20111110;231000;152560.00000;152895.00000;152490.00000;152835.00000;4141
20111110;231500;152825.00000;153075.00000;152610.00000;152775.00000;4854
20111110;232000;152775.00000;152890.00000;152410.00000;152740.00000;7306
20111110;232500;152740.00000;152760.00000;152220.00000;152280.00000;8352
20111110;233000;152280.00000;152325.00000;152070.00000;152125.00000;7108
20111110;233500;152120.00000;152160.00000;151865.00000;152045.00000;6368
20111110;234000;152045.00000;152315.00000;151910.00000;152275.00000;4981
20111110;234500;152225.00000;152280.00000;151855.00000;151905.00000;5399
20111111;100000;152000.00000;154355.00000;152000.00000;153795.00000;26236
20111111;100500;153780.00000;154130.00000;153730.00000;153835.00000;9296
20111111;101000;153840.00000;153950.00000;153545.00000;153900.00000;11880
20111111;101500;153900.00000;153975.00000;153240.00000;153240.00000;9076
20111111;102000;153265.00000;153540.00000;153135.00000;153375.00000;9327
20111111;102500;153380.00000;153440.00000;152830.00000;153000.00000;11568
20111111;103000;153000.00000;153000.00000;152300.00000;152355.00000;15016
20111111;103500;152360.00000;152595.00000;152135.00000;152460.00000;13600
20111111;104000;152470.00000;152690.00000;152220.00000;152275.00000;16570
20111111;104500;152250.00000;152525.00000;151905.00000;152330.00000;15514
20111111;105000;152330.00000;152655.00000;151955.00000;151980.00000;16031
20111111;105500;151990.00000;152000.00000;151200.00000;151230.00000;20150
20111111;110000;151225.00000;151250.00000;150410.00000;150685.00000;35877
20111111;110500;150685.00000;151195.00000;150445.00000;150800.00000;16413
20111111;111000;150800.00000;151495.00000;150720.00000;151480.00000;13324
20111111;111500;151465.00000;151750.00000;151340.00000;151675.00000;14001
20111111;112000;151670.00000;151785.00000;151350.00000;151350.00000;13522
20111111;112500;151350.00000;151375.00000;150720.00000;150785.00000;17948
20111111;113000;150785.00000;150815.00000;150050.00000;150155.00000;27057
20111111;113500;150160.00000;150995.00000;150145.00000;150635.00000;14460
20111111;114000;150635.00000;150865.00000;150465.00000;150655.00000;10256
20111111;114500;150655.00000;151085.00000;150470.00000;150605.00000;15879
20111111;115000;150625.00000;151325.00000;150510.00000;151245.00000;13895
20111111;115500;151235.00000;151290.00000;150720.00000;150795.00000;10442
20111111;120000;150770.00000;150800.00000;149720.00000;150070.00000;48020
20111111;120500;150080.00000;150570.00000;149765.00000;150235.00000;23202
20111111;121000;150235.00000;151195.00000;150220.00000;151105.00000;18254
20111111;121500;151090.00000;151865.00000;151090.00000;151560.00000;24421
20111111;122000;151560.00000;152100.00000;151500.00000;152085.00000;25522
20111111;122500;152080.00000;152190.00000;151600.00000;151725.00000;18010
20111111;123000;151735.00000;151975.00000;151375.00000;151435.00000;15765
20111111;123500;151435.00000;152095.00000;151155.00000;151980.00000;18935
20111111;124000;151980.00000;152235.00000;151825.00000;152230.00000;19948
20111111;124500;152225.00000;152940.00000;152225.00000;152900.00000;30673
20111111;125000;152900.00000;152915.00000;152330.00000;152335.00000;13949
20111111;125500;152335.00000;152630.00000;152140.00000;152195.00000;14576
20111111;130000;152200.00000;152300.00000;151605.00000;151785.00000;19574
20111111;130500;151780.00000;152090.00000;151500.00000;151585.00000;15618
20111111;131000;151585.00000;151990.00000;151405.00000;151895.00000;14507
20111111;131500;151900.00000;152395.00000;151850.00000;152100.00000;16722
20111111;132000;152105.00000;152630.00000;151900.00000;152370.00000;15226
20111111;132500;152375.00000;152465.00000;152000.00000;152100.00000;10625
20111111;133000;152095.00000;152145.00000;151405.00000;151495.00000;18095
20111111;133500;151495.00000;151740.00000;151265.00000;151380.00000;15287
20111111;134000;151380.00000;151865.00000;151380.00000;151400.00000;10925
20111111;134500;151410.00000;151430.00000;150050.00000;150160.00000;33871
20111111;135000;150160.00000;150300.00000;149500.00000;150270.00000;39340
20111111;135500;150260.00000;150700.00000;150250.00000;150335.00000;14287
20111111;140000;150355.00000;150605.00000;149900.00000;149930.00000;12873
20111111;140500;149930.00000;150985.00000;149810.00000;150950.00000;19170
20111111;141000;150945.00000;150990.00000;150555.00000;150615.00000;7981
20111111;141500;150620.00000;150930.00000;150300.00000;150630.00000;11428
20111111;142000;150645.00000;150685.00000;150225.00000;150535.00000;9888
20111111;142500;150510.00000;150880.00000;150410.00000;150450.00000;11223
20111111;143000;150450.00000;150650.00000;149765.00000;150255.00000;20478
20111111;143500;150250.00000;150380.00000;149650.00000;150115.00000;16957
20111111;144000;150145.00000;150525.00000;150020.00000;150330.00000;9374
20111111;144500;150330.00000;150480.00000;149900.00000;150050.00000;9622
20111111;145000;150075.00000;150645.00000;150065.00000;150260.00000;9336
20111111;145500;150275.00000;150710.00000;150165.00000;150445.00000;9956
20111111;150000;150445.00000;150700.00000;150275.00000;150425.00000;8306
20111111;150500;150400.00000;151130.00000;150395.00000;151125.00000;16417
20111111;151000;151125.00000;151240.00000;150770.00000;150895.00000;9258
20111111;151500;150905.00000;151495.00000;150870.00000;151465.00000;13254
20111111;152000;151460.00000;151490.00000;150910.00000;151195.00000;9902
20111111;152500;151195.00000;151850.00000;151050.00000;151805.00000;16035
20111111;153000;151785.00000;152050.00000;151565.00000;151595.00000;14622
20111111;153500;151570.00000;151795.00000;151540.00000;151685.00000;7651
20111111;154000;151685.00000;151760.00000;151110.00000;151375.00000;9786
20111111;154500;151380.00000;151465.00000;150850.00000;151125.00000;9838
20111111;155000;151120.00000;151160.00000;151000.00000;151020.00000;4254
20111111;155500;151020.00000;151190.00000;150715.00000;150715.00000;9334
20111111;160000;150730.00000;150975.00000;150280.00000;150925.00000;17620
20111111;160500;150925.00000;151175.00000;150805.00000;151150.00000;10399
20111111;161000;151150.00000;151635.00000;151110.00000;151350.00000;23090
20111111;161500;151340.00000;151570.00000;151265.00000;151570.00000;6541
20111111;162000;151555.00000;151830.00000;150890.00000;150965.00000;18812
20111111;162500;150955.00000;151130.00000;150765.00000;151025.00000;8628
20111111;163000;151020.00000;151075.00000;150655.00000;150985.00000;10489
20111111;163500;150990.00000;151110.00000;150775.00000;151050.00000;6530
20111111;164000;151035.00000;151155.00000;150750.00000;151155.00000;8197
20111111;164500;151155.00000;151490.00000;151050.00000;151355.00000;12540
20111111;165000;151375.00000;151445.00000;151055.00000;151315.00000;5276
20111111;165500;151315.00000;151875.00000;151300.00000;151800.00000;13701
20111111;170000;151800.00000;152430.00000;151615.00000;152035.00000;25256
20111111;170500;152055.00000;152195.00000;151850.00000;151960.00000;11069
20111111;171000;151960.00000;152490.00000;151950.00000;152305.00000;12846
20111111;171500;152310.00000;152560.00000;152180.00000;152485.00000;9949
20111111;172000;152490.00000;153000.00000;152420.00000;152835.00000;18796
20111111;172500;152840.00000;152975.00000;152505.00000;152555.00000;9608
20111111;173000;152580.00000;152645.00000;152145.00000;152300.00000;10603
20111111;173500;152300.00000;152305.00000;151885.00000;152055.00000;12189
20111111;174000;152065.00000;152460.00000;152045.00000;152140.00000;8785
20111111;174500;152145.00000;152465.00000;152055.00000;152365.00000;6499
20111111;175000;152365.00000;152470.00000;152100.00000;152125.00000;6568
20111111;175500;152145.00000;152245.00000;151925.00000;152225.00000;7397
20111111;180000;152225.00000;152440.00000;152000.00000;152360.00000;7333
20111111;180500;152355.00000;152725.00000;152320.00000;152585.00000;9798
20111111;181000;152585.00000;152945.00000;152495.00000;152730.00000;14907
20111111;181500;152750.00000;152945.00000;152555.00000;152625.00000;8717
20111111;182000;152625.00000;152670.00000;152410.00000;152495.00000;8026
20111111;182500;152505.00000;152755.00000;152420.00000;152450.00000;7481
20111111;183000;152450.00000;152750.00000;152265.00000;152415.00000;15647
20111111;183500;152415.00000;152550.00000;152250.00000;152540.00000;10702
20111111;184000;152535.00000;152850.00000;152000.00000;152160.00000;20892
20111111;190000;152235.00000;153190.00000;152235.00000;153175.00000;13228
20111111;190500;153175.00000;153350.00000;152810.00000;152845.00000;8935
20111111;191000;152840.00000;153015.00000;152605.00000;152655.00000;4832
20111111;191500;152635.00000;152845.00000;152575.00000;152725.00000;3632
20111111;192000;152720.00000;152960.00000;152660.00000;152950.00000;3254
20111111;192500;152955.00000;153055.00000;152745.00000;152980.00000;4693
20111111;193000;152970.00000;153255.00000;152970.00000;153180.00000;6339
20111111;193500;153165.00000;153300.00000;152955.00000;152990.00000;6375
20111111;194000;152980.00000;153220.00000;152860.00000;153140.00000;5883
20111111;194500;153155.00000;153185.00000;152860.00000;152945.00000;4105
20111111;195000;152965.00000;153395.00000;152860.00000;153370.00000;8929
20111111;195500;153370.00000;153570.00000;153280.00000;153400.00000;5672
20111111;200000;153390.00000;153660.00000;153390.00000;153660.00000;5519
20111111;200500;153660.00000;153720.00000;153380.00000;153410.00000;4606
20111111;201000;153415.00000;153550.00000;153340.00000;153390.00000;2937
20111111;201500;153385.00000;153700.00000;153375.00000;153440.00000;4373
20111111;202000;153440.00000;153595.00000;153370.00000;153395.00000;2874
20111111;202500;153390.00000;153425.00000;153140.00000;153200.00000;3930
20111111;203000;153200.00000;153280.00000;153055.00000;153110.00000;2948
20111111;203500;153125.00000;153350.00000;153110.00000;153250.00000;3105
20111111;204000;153235.00000;153470.00000;153210.00000;153455.00000;2790
20111111;204500;153450.00000;153535.00000;153290.00000;153325.00000;2685
20111111;205000;153355.00000;153390.00000;153195.00000;153235.00000;1967
20111111;205500;153235.00000;153375.00000;153155.00000;153185.00000;1867
20111111;210000;153200.00000;153375.00000;153160.00000;153250.00000;1426
20111111;210500;153245.00000;153475.00000;153245.00000;153425.00000;2410
20111111;211000;153425.00000;153670.00000;153390.00000;153570.00000;2770
20111111;211500;153565.00000;153970.00000;153480.00000;153530.00000;5714
20111111;212000;153535.00000;153575.00000;153325.00000;153360.00000;2346
20111111;212500;153365.00000;153490.00000;153225.00000;153475.00000;2227
20111111;213000;153460.00000;153495.00000;153360.00000;153440.00000;1191
20111111;213500;153435.00000;153450.00000;153250.00000;153295.00000;1424
20111111;214000;153295.00000;153440.00000;153295.00000;153430.00000;1133
20111111;214500;153420.00000;153475.00000;153350.00000;153395.00000;1398
20111111;215000;153400.00000;153465.00000;153300.00000;153445.00000;1425
20111111;215500;153435.00000;153465.00000;153390.00000;153440.00000;1002
20111111;220000;153440.00000;153730.00000;153405.00000;153710.00000;3159
20111111;220500;153700.00000;153840.00000;153625.00000;153725.00000;3665
20111111;221000;153735.00000;153820.00000;153565.00000;153735.00000;3531
20111111;221500;153725.00000;153830.00000;153675.00000;153755.00000;2445
20111111;222000;153765.00000;153955.00000;153760.00000;153780.00000;3157
20111111;222500;153775.00000;153795.00000;153525.00000;153605.00000;2233
20111111;223000;153605.00000;153640.00000;153495.00000;153555.00000;1388
20111111;223500;153550.00000;153570.00000;153455.00000;153515.00000;2471
20111111;224000;153520.00000;153635.00000;153505.00000;153550.00000;1255
20111111;224500;153565.00000;153650.00000;153535.00000;153575.00000;1319
20111111;225000;153575.00000;153595.00000;153275.00000;153285.00000;3065
20111111;225500;153280.00000;153395.00000;153260.00000;153375.00000;1380
20111111;230000;153385.00000;153555.00000;153360.00000;153520.00000;2194
20111111;230500;153515.00000;153570.00000;153430.00000;153520.00000;1517
20111111;231000;153515.00000;153685.00000;153470.00000;153585.00000;2979
20111111;231500;153585.00000;153645.00000;153540.00000;153595.00000;1165
20111111;232000;153605.00000;153695.00000;153450.00000;153460.00000;3259
20111111;232500;153460.00000;153550.00000;153385.00000;153510.00000;2028
20111111;233000;153525.00000;153685.00000;153475.00000;153585.00000;1872
20111111;233500;153575.00000;153765.00000;153395.00000;153410.00000;3222
20111111;234000;153410.00000;153570.00000;153405.00000;153525.00000;2116
20111111;234500;153530.00000;153570.00000;153300.00000;153305.00000;5502
20111114;100000;153545.00000;154925.00000;153545.00000;154545.00000;31341
20111114;100500;154575.00000;154805.00000;154400.00000;154595.00000;10476
20111114;101000;154600.00000;154900.00000;154570.00000;154765.00000;7828
20111114;101500;154725.00000;155150.00000;154685.00000;155100.00000;13074
20111114;102000;155095.00000;155220.00000;154910.00000;154920.00000;8639
20111114;102500;154915.00000;154920.00000;154520.00000;154610.00000;7820
20111114;103000;154610.00000;154740.00000;154265.00000;154740.00000;11342
20111114;103500;154740.00000;155050.00000;154660.00000;155005.00000;6874
20111114;104000;155005.00000;155650.00000;154905.00000;155625.00000;17571
20111114;104500;155630.00000;155715.00000;155375.00000;155615.00000;12795
20111114;105000;155620.00000;155690.00000;155350.00000;155685.00000;6392
20111114;105500;155680.00000;155800.00000;155460.00000;155575.00000;7464
20111114;110000;155575.00000;156125.00000;155560.00000;156000.00000;20361
20111114;110500;156000.00000;156270.00000;155810.00000;155895.00000;10701
20111114;111000;155895.00000;156030.00000;155625.00000;155815.00000;9247
20111114;111500;155805.00000;155905.00000;155405.00000;155610.00000;9655
20111114;112000;155590.00000;156070.00000;155490.00000;156045.00000;11337
20111114;112500;156040.00000;156065.00000;155660.00000;155800.00000;5780
20111114;113000;155800.00000;155815.00000;155415.00000;155550.00000;9506
20111114;113500;155545.00000;155615.00000;155415.00000;155565.00000;6287
20111114;114000;155560.00000;155735.00000;155425.00000;155445.00000;6680
20111114;114500;155430.00000;155530.00000;155315.00000;155415.00000;7731
20111114;115000;155415.00000;155495.00000;154840.00000;154940.00000;16969
20111114;115500;154940.00000;155105.00000;154800.00000;154840.00000;11692
20111114;120000;154875.00000;155320.00000;154695.00000;155125.00000;21119
20111114;120500;155135.00000;155275.00000;154455.00000;154575.00000;17725
20111114;121000;154575.00000;155240.00000;154500.00000;155140.00000;16207
20111114;121500;155145.00000;155720.00000;155075.00000;155560.00000;19544
20111114;122000;155570.00000;155600.00000;155150.00000;155260.00000;12950
20111114;122500;155260.00000;155310.00000;154665.00000;154905.00000;21824
20111114;123000;154920.00000;154995.00000;154460.00000;154865.00000;16229
20111114;123500;154860.00000;154865.00000;154150.00000;154455.00000;19226
20111114;124000;154455.00000;154740.00000;154270.00000;154640.00000;14163
20111114;124500;154635.00000;155090.00000;154635.00000;155000.00000;11363
20111114;125000;154990.00000;155245.00000;154860.00000;155125.00000;11599
20111114;125500;155120.00000;155245.00000;154745.00000;155175.00000;10312
20111114;130000;155180.00000;155205.00000;154760.00000;155155.00000;11885
20111114;130500;155150.00000;155325.00000;154570.00000;154610.00000;14622
20111114;131000;154640.00000;154855.00000;154435.00000;154765.00000;13261
20111114;131500;154770.00000;154950.00000;154350.00000;154460.00000;12194
20111114;132000;154455.00000;154495.00000;154050.00000;154215.00000;17095
20111114;132500;154210.00000;154475.00000;154025.00000;154025.00000;14734
20111114;133000;154035.00000;154080.00000;153610.00000;153910.00000;21685
20111114;133500;153925.00000;154085.00000;153700.00000;153910.00000;10122
20111114;134000;153910.00000;153975.00000;153525.00000;153715.00000;12374
20111114;134500;153715.00000;153975.00000;153645.00000;153710.00000;12612
20111114;135000;153705.00000;154140.00000;153605.00000;153900.00000;11100
20111114;135500;153900.00000;153950.00000;153665.00000;153830.00000;7257
20111114;140000;153800.00000;153900.00000;153150.00000;153405.00000;12552
20111114;140500;153395.00000;153405.00000;152655.00000;153150.00000;33601
20111114;141000;153155.00000;153295.00000;152840.00000;153135.00000;16785
20111114;141500;153135.00000;153385.00000;153020.00000;153120.00000;12481
20111114;142000;153120.00000;153580.00000;152950.00000;153410.00000;18370
20111114;142500;153410.00000;153580.00000;153165.00000;153510.00000;12216
20111114;143000;153525.00000;153680.00000;153025.00000;153315.00000;14018
20111114;143500;153315.00000;153535.00000;153205.00000;153425.00000;6772
20111114;144000;153435.00000;153455.00000;153200.00000;153375.00000;9903
20111114;144500;153390.00000;153780.00000;153385.00000;153520.00000;11159
20111114;145000;153510.00000;153965.00000;153450.00000;153955.00000;12078
20111114;145500;153955.00000;154190.00000;153595.00000;153680.00000;20881
20111114;150000;153700.00000;153790.00000;152800.00000;153055.00000;24740
20111114;150500;153055.00000;153200.00000;152835.00000;153150.00000;14657
20111114;151000;153150.00000;153295.00000;152930.00000;153150.00000;11888
20111114;151500;153175.00000;153180.00000;152265.00000;152505.00000;32375
20111114;152000;152515.00000;152845.00000;152400.00000;152555.00000;17117
20111114;152500;152555.00000;153105.00000;152445.00000;153025.00000;12401
20111114;153000;153025.00000;153055.00000;152740.00000;152915.00000;6659
20111114;153500;152900.00000;153275.00000;152645.00000;152985.00000;12687
20111114;154000;152975.00000;153220.00000;152545.00000;152615.00000;14793
20111114;154500;152620.00000;153050.00000;152310.00000;153000.00000;15808
20111114;155000;153000.00000;153045.00000;152670.00000;152980.00000;7756
20111114;155500;152955.00000;152985.00000;152350.00000;152495.00000;8987
20111114;160000;152475.00000;152475.00000;151800.00000;151840.00000;31427
20111114;160500;151855.00000;152175.00000;151675.00000;152110.00000;18293
20111114;161000;152115.00000;152130.00000;151690.00000;151700.00000;10387
20111114;161500;151700.00000;151845.00000;151265.00000;151320.00000;18135
20111114;162000;151325.00000;151900.00000;151210.00000;151665.00000;13945
20111114;162500;151635.00000;151775.00000;151475.00000;151490.00000;6971
20111114;163000;151500.00000;151550.00000;151125.00000;151260.00000;16336
20111114;163500;151255.00000;151855.00000;151115.00000;151660.00000;15421
20111114;164000;151670.00000;151815.00000;151450.00000;151775.00000;8847
20111114;164500;151780.00000;151885.00000;151495.00000;151805.00000;7634
20111114;165000;151780.00000;152650.00000;151750.00000;152500.00000;25219
20111114;165500;152485.00000;152765.00000;152195.00000;152200.00000;12352
20111114;170000;152200.00000;152395.00000;151770.00000;152115.00000;10784
20111114;170500;152110.00000;152555.00000;152005.00000;152495.00000;9904
20111114;171000;152485.00000;152685.00000;152395.00000;152445.00000;7313
20111114;171500;152455.00000;152645.00000;152405.00000;152560.00000;4686
20111114;172000;152550.00000;152610.00000;152230.00000;152340.00000;8609
20111114;172500;152340.00000;152495.00000;152245.00000;152350.00000;6380
20111114;173000;152350.00000;152575.00000;151885.00000;152520.00000;11600
20111114;173500;152515.00000;153390.00000;152365.00000;153370.00000;21018
20111114;174000;153365.00000;153665.00000;153275.00000;153445.00000;16493
20111114;174500;153445.00000;153695.00000;153200.00000;153230.00000;12071
20111114;175000;153225.00000;153360.00000;152775.00000;152840.00000;14922
20111114;175500;152845.00000;152920.00000;152595.00000;152835.00000;9260
20111114;180000;152825.00000;152940.00000;152350.00000;152685.00000;14944
20111114;180500;152710.00000;152750.00000;152230.00000;152260.00000;9208
20111114;181000;152255.00000;152430.00000;152060.00000;152305.00000;14632
20111114;181500;152315.00000;152630.00000;152120.00000;152135.00000;12886
20111114;182000;152130.00000;152380.00000;151855.00000;152020.00000;13548
